* atan2Rev1
[-inf,inf] | [-inf,-4] | [-inf,inf]
[-inf,0] | [0.5,0.75] | [-inf,1]
[-inf,0.5] | [0.5,0.75] | [-inf,1]
[-inf,inf] | [0.5,0.75] | [-inf,1]
[-0.5,-0.5] | [0.5,0.75] | [-inf,1]
[-0.5,0] | [0.5,0.75] | [-inf,1]
[-0.5,0.5] | [0.5,0.75] | [-inf,1]
[-0.5,inf] | [0.5,0.75] | [-inf,1]
[0,0] | [0.5,0.75] | [-inf,1]
[0,0.5] | [0.5,0.75] | [-inf,1]
[0,inf] | [0.5,0.75] | [-inf,1]
[0.5,0.5] | [0.5,0.75] | [-inf,1]
[0.5,inf] | [0.5,0.75] | [-inf,1]


[-inf,-0.5] | [0,0.75] | [-inf,inf]
[-inf,0] | [0,0.75] | [-inf,inf]
[-inf,0.5] | [0,0.75] | [-inf,inf]
[-inf,inf] | [0,0.75] | [-inf,inf]
[-0.5,-0.5] | [0,0.75] | [-inf,inf]
[-0.5,0] | [0,0.75] | [-inf,inf]
[-0.5,0.5] | [0,0.75] | [-inf,inf]
[-0.5,inf] | [0,0.75] | [-inf,inf]
[0,0] | [0,0.75] | [-inf,inf]
[0,0.5] | [0,0.75] | [-inf,inf]
[0,inf] | [0,0.75] | [-inf,inf]
[0.5,0.5] | [0,0.75] | [-inf,inf]
[0.5,inf] | [0,0.75] | [-inf,inf]

[-inf,-0.5] | [0,0.75] | [1,inf]
[-inf,0] | [0,0.75] | [1,inf]
[-inf,0.5] | [0,0.75] | [1,inf]
[-inf,inf] | [0,0.75] | [1,inf]
[-0.5,-0.5] | [0,0.75] | [1,inf]
[-0.5,0] | [0,0.75] | [1,inf]
[-0.5,0.5] | [0,0.75] | [1,inf]
[-0.5,inf] | [0,0.75] | [1,inf]
[0,0] | [0,0.75] | [1,inf]
[0,0.5] | [0,0.75] | [1,inf]
[0,inf] | [0,0.75] | [1,inf]
[0.5,0.5] | [0,0.75] | [1,inf]
[0.5,inf] | [0,0.75] | [1,inf]

[-inf,-0.5] | [0,0.75] | [-inf,1]
[-inf,0] | [0,0.75] | [-inf,1]
[-inf,0.5] | [0,0.75] | [-inf,1]
[-inf,inf] | [0,0.75] | [-inf,1]
[-0.5,-0.5] | [0,0.75] | [-inf,1]
[-0.5,0] | [0,0.75] | [-inf,1]
[-0.5,0.5] | [0,0.75] | [-inf,1]
[-0.5,inf] | [0,0.75] | [-inf,1]
[0,0] | [0,0.75] | [-inf,1]
[0,0.5] | [0,0.75] | [-inf,1]
[0,inf] | [0,0.75] | [-inf,1]
[0.5,0.5] | [0,0.75] | [-inf,1]
[0.5,inf] | [0,0.75] | [-inf,1]


[3,3] | [-inf,-0.5] | [-inf,+inf]
[1,inf] | [-inf,0.5] | [1,inf]
[-inf,-1] | [-inf,0.5] | [-inf,1]

# c contains 1
[-inf,-0.5] | [0,1] | [-inf,inf]
[-inf,0] | [0,1] | [-inf,inf]
[-inf,0.5] | [0,1] | [-inf,inf]
[-inf,inf] | [0,1] | [-inf,inf]
[-0.5,-0.5] | [0,1] | [-inf,inf]
[-0.5,0] | [0,1] | [-inf,inf]
[-0.5,0.5] | [0,1] | [-inf,inf]
[-0.5,inf] | [0,1] | [-inf,inf]
[0,0] | [0,1] | [-inf,inf]
[0,0.5] | [0,1] | [-inf,inf]
[0,inf] | [0,1] | [-inf,inf]
[0.5,0.5] | [0,1] | [-inf,inf]
[0.5,inf] | [0,1] | [-inf,inf]

[-inf,-0.5] | [0,1.5] | [-inf,inf]
[-inf,0] | [0,1.5] | [-inf,inf]
[-inf,0.5] | [0,1.5] | [-inf,inf]
[-inf,inf] | [0,1.5] | [-inf,inf]
[-0.5,-0.5] | [0,1.5] | [-inf,inf]
[-0.5,0] | [0,1.5] | [-inf,inf]
[-0.5,0.5] | [0,1.5] | [-inf,inf]
[-0.5,inf] | [0,1.5] | [-inf,inf]
[0,0] | [0,1.5] | [-inf,inf]
[0,0.5] | [0,1.5] | [-inf,inf]
[0,inf] | [0,1.5] | [-inf,inf]
[0.5,0.5] | [0,1.5] | [-inf,inf]
[0.5,inf] | [0,1.5] | [-inf,inf]

[-inf,-0.5] | [0,inf] | [-inf,inf]
[-inf,0] | [0,inf] | [-inf,inf]
[-inf,0.5] | [0,inf] | [-inf,inf]
[-inf,inf] | [0,inf] | [-inf,inf]
[-0.5,-0.5] | [0,inf] | [-inf,inf]
[-0.5,0] | [0,inf] | [-inf,inf]
[-0.5,0.5] | [0,inf] | [-inf,inf]
[-0.5,inf] | [0,inf] | [-inf,inf]
[0,0] | [0,inf] | [-inf,inf]
[0,0.5] | [0,inf] | [-inf,inf]
[0,inf] | [0,inf] | [-inf,inf]
[0.5,0.5] | [0,inf] | [-inf,inf]
[0.5,inf] | [0,inf] | [-inf,inf]


[-inf,-0.5] | [0.5,1] | [-inf,inf]
[-inf,0] | [0.5,1] | [-inf,inf]
[-inf,0.5] | [0.5,1] | [-inf,inf]
[-inf,inf] | [0.5,1] | [-inf,inf]
[-0.5,-0.5] | [0.5,1] | [-inf,inf]
[-0.5,0] | [0.5,1] | [-inf,inf]
[-0.5,0.5] | [0.5,1] | [-inf,inf]
[-0.5,inf] | [0.5,1] | [-inf,inf]
[0,0] | [0.5,1] | [-inf,inf]
[0,0.5] | [0.5,1] | [-inf,inf]
[0,inf] | [0.5,1] | [-inf,inf]
[0.5,0.5] | [0.5,1] | [-inf,inf]
[0.5,inf] | [0.5,1] | [-inf,inf]

[-inf,-0.5] | [0.5,1.5] | [-inf,inf]
[-inf,0] | [0.5,1.5] | [-inf,inf]
[-inf,0.5] | [0.5,1.5] | [-inf,inf]
[-inf,inf] | [0.5,1.5] | [-inf,inf]
[-0.5,-0.5] | [0.5,1.5] | [-inf,inf]
[-0.5,0] | [0.5,1.5] | [-inf,inf]
[-0.5,0.5] | [0.5,1.5] | [-inf,inf]
[-0.5,inf] | [0.5,1.5] | [-inf,inf]
[0,0] | [0.5,1.5] | [-inf,inf]
[0,0.5] | [0.5,1.5] | [-inf,inf]
[0,inf] | [0.5,1.5] | [-inf,inf]
[0.5,0.5] | [0.5,1.5] | [-inf,inf]
[0.5,inf] | [0.5,1.5] | [-inf,inf]

[-inf,-0.5] | [0.5,inf] | [-inf,inf]
[-inf,0] | [0.5,inf] | [-inf,inf]
[-inf,0.5] | [0.5,inf] | [-inf,inf]
[-inf,inf] | [0.5,inf] | [-inf,inf]
[-0.5,-0.5] | [0.5,inf] | [-inf,inf]
[-0.5,0] | [0.5,inf] | [-inf,inf]
[-0.5,0.5] | [0.5,inf] | [-inf,inf]
[-0.5,inf] | [0.5,inf] | [-inf,inf]
[0,0] | [0.5,inf] | [-inf,inf]
[0,0.5] | [0.5,inf] | [-inf,inf]
[0,inf] | [0.5,inf] | [-inf,inf]
[0.5,0.5] | [0.5,inf] | [-inf,inf]
[0.5,inf] | [0.5,inf] | [-inf,inf]


[-inf,-0.5] | [1,1] | [-inf,inf]
[-inf,0] | [1,1] | [-inf,inf]
[-inf,0.5] | [1,1] | [-inf,inf]
[-inf,inf] | [1,1] | [-inf,inf]
[-0.5,-0.5] | [1,1] | [-inf,inf]
[-0.5,0] | [1,1] | [-inf,inf]
[-0.5,0.5] | [1,1] | [-inf,inf]
[-0.5,inf] | [1,1] | [-inf,inf]
[0,0] | [1,1] | [-inf,inf]
[0,0.5] | [1,1] | [-inf,inf]
[0,inf] | [1,1] | [-inf,inf]
[0.5,0.5] | [1,1] | [-inf,inf]
[0.5,inf] | [1,1] | [-inf,inf]

[-inf,-0.5] | [1,1.5] | [-inf,inf]
[-inf,0] | [1,1.5] | [-inf,inf]
[-inf,0.5] | [1,1.5] | [-inf,inf]
[-inf,inf] | [1,1.5] | [-inf,inf]
[-0.5,-0.5] | [1,1.5] | [-inf,inf]
[-0.5,0] | [1,1.5] | [-inf,inf]
[-0.5,0.5] | [1,1.5] | [-inf,inf]
[-0.5,inf] | [1,1.5] | [-inf,inf]
[0,0] | [1,1.5] | [-inf,inf]
[0,0.5] | [1,1.5] | [-inf,inf]
[0,inf] | [1,1.5] | [-inf,inf]
[0.5,0.5] | [1,1.5] | [-inf,inf]
[0.5,inf] | [1,1.5] | [-inf,inf]

[-inf,-0.5] | [1,inf] | [-inf,inf]
[-inf,0] | [1,inf] | [-inf,inf]
[-inf,0.5] | [1,inf] | [-inf,inf]
[-inf,inf] | [1,inf] | [-inf,inf]
[-0.5,-0.5] | [1,inf] | [-inf,inf]
[-0.5,0] | [1,inf] | [-inf,inf]
[-0.5,0.5] | [1,inf] | [-inf,inf]
[-0.5,inf] | [1,inf] | [-inf,inf]
[0,0] | [1,inf] | [-inf,inf]
[0,0.5] | [1,inf] | [-inf,inf]
[0,inf] | [1,inf] | [-inf,inf]
[0.5,0.5] | [1,inf] | [-inf,inf]
[0.5,inf] | [1,inf] | [-inf,inf]

# c contains 1 and x at 0
[0,0] | [1,1] | [-inf,0]
[0,0] | [1,1] | [0,0.5]

* powRev2
# c right is 0
[-inf,0] | [-inf,0] | [-inf,inf]
[-inf,0] | [-inf,0] | [-inf,0]
[-inf,0] | [-inf,0] | [0,0.5]
[0,0] | [0,0] | [-inf,inf]
[0,0] | [0,0] | [-inf,0]
[0,0] | [0,0] | [0,0.5]
[0.5,inf] | [-inf,0] | [-inf,inf]
[-inf,0] | [0.5,inf] | [-inf,inf]
[0,0.5] | [-inf,0] | [-inf,inf]

# c > 1
[-inf,0.5] | [2,3] | [-inf,inf]
[-inf,1] | [2,3] | [-inf,inf]
[-inf,1.5] | [2,3] | [-inf,inf]
[-inf,inf] | [2,3] | [-inf,inf]
[-1,0.5] | [2,3] | [-inf,inf]
[-1,1] | [2,3] | [-inf,inf]
[-1,1.5] | [2,3] | [-inf,inf]
[-1,inf] | [2,3] | [-inf,inf]
[0,0.5] | [2,3] | [-inf,inf]
[0,1] | [2,3] | [-inf,inf]
[0,1.5] | [2,3] | [-inf,inf]
[0,inf] | [2,3] | [-inf,inf]
[0.5,0.5] | [2,3] | [-inf,inf]
[0.5,1] | [2,3] | [-inf,inf]
[0.5,1.5] | [2,3] | [-inf,inf]
[0.5,inf] | [2,3] | [-inf,inf]
[1,1] | [2,3] | [-inf,inf]
[1,1.5] | [2,3] | [-inf,inf]
[1,inf] | [2,3] | [-inf,inf]
[1.5,1.5] | [2,3] | [-inf,inf]
[1.5,inf] | [2,3] | [-inf,inf]

[-inf,0.5] | [2,3] | [0,inf]
[-inf,1] | [2,3] | [0,inf]
[-inf,1.5] | [2,3] | [0,inf]
[-inf,inf] | [2,3] | [0,inf]
[-1,0.5] | [2,3] | [0,inf]
[-1,1] | [2,3] | [0,inf]
[-1,1.5] | [2,3] | [0,inf]
[-1,inf] | [2,3] | [0,inf]
[0,0.5] | [2,3] | [0,inf]
[0,1] | [2,3] | [0,inf]
[0,1.5] | [2,3] | [0,inf]
[0,inf] | [2,3] | [0,inf]
[0.5,0.5] | [2,3] | [0,inf]
[0.5,1] | [2,3] | [0,inf]
[0.5,1.5] | [2,3] | [0,inf]
[0.5,inf] | [2,3] | [0,inf]
[1,1] | [2,3] | [0,inf]
[1,1.5] | [2,3] | [0,inf]
[1,inf] | [2,3] | [0,inf]
[1.5,1.5] | [2,3] | [0,inf]
[1.5,inf] | [2,3] | [0,inf]

[-inf,0.5] | [2,3] | [-inf,0]
[-inf,1] | [2,3] | [-inf,0]
[-inf,1.5] | [2,3] | [-inf,0]
[-inf,inf] | [2,3] | [-inf,0]
[-1,0.5] | [2,3] | [-inf,0]
[-1,1] | [2,3] | [-inf,0]
[-1,1.5] | [2,3] | [-inf,0]
[-1,inf] | [2,3] | [-inf,0]
[0,0.5] | [2,3] | [-inf,0]
[0,1] | [2,3] | [-inf,0]
[0,1.5] | [2,3] | [-inf,0]
[0,inf] | [2,3] | [-inf,0]
[0.5,0.5] | [2,3] | [-inf,0]
[0.5,1] | [2,3] | [-inf,0]
[0.5,1.5] | [2,3] | [-inf,0]
[0.5,inf] | [2,3] | [-inf,0]
[1,1] | [2,3] | [-inf,0]
[1,1.5] | [2,3] | [-inf,0]
[1,inf] | [2,3] | [-inf,0]
[1.5,1.5] | [2,3] | [-inf,0]
[1.5,inf] | [2,3] | [-inf,0]

[-inf,0.5] | [2,inf] | [-inf,inf]
[-inf,1] | [2,inf] | [-inf,inf]
[-inf,1.5] | [2,inf] | [-inf,inf]
[-inf,inf] | [2,inf] | [-inf,inf]
[-1,0.5] | [2,inf] | [-inf,inf]
[-1,1] | [2,inf] | [-inf,inf]
[-1,1.5] | [2,inf] | [-inf,inf]
[-1,inf] | [2,inf] | [-inf,inf]
[0,0.5] | [2,inf] | [-inf,inf]
[0,1] | [2,inf] | [-inf,inf]
[0,1.5] | [2,inf] | [-inf,inf]
[0,inf] | [2,inf] | [-inf,inf]
[0.5,0.5] | [2,inf] | [-inf,inf]
[0.5,1] | [2,inf] | [-inf,inf]
[0.5,1.5] | [2,inf] | [-inf,inf]
[0.5,inf] | [2,inf] | [-inf,inf]
[1,1] | [2,inf] | [-inf,inf]
[1,1.5] | [2,inf] | [-inf,inf]
[1,inf] | [2,inf] | [-inf,inf]
[1.5,1.5] | [2,inf] | [-inf,inf]
[1.5,inf] | [2,inf] | [-inf,inf]

[-inf,0.5] | [2,inf] | [0,inf]
[-inf,1] | [2,inf] | [0,inf]
[-inf,1.5] | [2,inf] | [0,inf]
[-inf,inf] | [2,inf] | [0,inf]
[-1,0.5] | [2,inf] | [0,inf]
[-1,1] | [2,inf] | [0,inf]
[-1,1.5] | [2,inf] | [0,inf]
[-1,inf] | [2,inf] | [0,inf]
[0,0.5] | [2,inf] | [0,inf]
[0,1] | [2,inf] | [0,inf]
[0,1.5] | [2,inf] | [0,inf]
[0,inf] | [2,inf] | [0,inf]
[0.5,0.5] | [2,inf] | [0,inf]
[0.5,1] | [2,inf] | [0,inf]
[0.5,1.5] | [2,inf] | [0,inf]
[0.5,inf] | [2,inf] | [0,inf]
[1,1] | [2,inf] | [0,inf]
[1,1.5] | [2,inf] | [0,inf]
[1,inf] | [2,inf] | [0,inf]
[1.5,1.5] | [2,inf] | [0,inf]
[1.5,inf] | [2,inf] | [0,inf]

[-inf,0.5] | [2,inf] | [-inf,0]
[-inf,1] | [2,inf] | [-inf,0]
[-inf,1.5] | [2,inf] | [-inf,0]
[-inf,inf] | [2,inf] | [-inf,0]
[-1,0.5] | [2,inf] | [-inf,0]
[-1,1] | [2,inf] | [-inf,0]
[-1,1.5] | [2,inf] | [-inf,0]
[-1,inf] | [2,inf] | [-inf,0]
[0,0.5] | [2,inf] | [-inf,0]
[0,1] | [2,inf] | [-inf,0]
[0,1.5] | [2,inf] | [-inf,0]
[0,inf] | [2,inf] | [-inf,0]
[0.5,0.5] | [2,inf] | [-inf,0]
[0.5,1] | [2,inf] | [-inf,0]
[0.5,1.5] | [2,inf] | [-inf,0]
[0.5,inf] | [2,inf] | [-inf,0]
[1,1] | [2,inf] | [-inf,0]
[1,1.5] | [2,inf] | [-inf,0]
[1,inf] | [2,inf] | [-inf,0]
[1.5,1.5] | [2,inf] | [-inf,0]
[1.5,inf] | [2,inf] | [-inf,0]

[3,3] | [2,inf] | [-inf,+inf]
[2,inf] | [2,inf] | [-inf,0]
[0,0.5] | [2,inf] | [0,inf]

# c < 1
[-inf,0.5] | [0.5,0.75] | [-inf,inf]
[-inf,1] | [0.5,0.75] | [-inf,inf]
[-inf,1.5] | [0.5,0.75] | [-inf,inf]
[-inf,inf] | [0.5,0.75] | [-inf,inf]
[-1,0.5] | [0.5,0.75] | [-inf,inf]
[-1,1] | [0.5,0.75] | [-inf,inf]
[-1,1.5] | [0.5,0.75] | [-inf,inf]
[-1,inf] | [0.5,0.75] | [-inf,inf]
[0,0.5] | [0.5,0.75] | [-inf,inf]
[0,1] | [0.5,0.75] | [-inf,inf]
[0,1.5] | [0.5,0.75] | [-inf,inf]
[0,inf] | [0.5,0.75] | [-inf,inf]
[0.5,0.5] | [0.5,0.75] | [-inf,inf]
[0.5,1] | [0.5,0.75] | [-inf,inf]
[0.5,1.5] | [0.5,0.75] | [-inf,inf]
[0.5,inf] | [0.5,0.75] | [-inf,inf]
[1,1] | [0.5,0.75] | [-inf,inf]
[1,1.5] | [0.5,0.75] | [-inf,inf]
[1,inf] | [0.5,0.75] | [-inf,inf]
[1.5,1.5] | [0.5,0.75] | [-inf,inf]
[1.5,inf] | [0.5,0.75] | [-inf,inf]

[-inf,0.5] | [0.5,0.75] | [0,inf]
[-inf,1] | [0.5,0.75] | [0,inf]
[-inf,1.5] | [0.5,0.75] | [0,inf]
[-inf,inf] | [0.5,0.75] | [0,inf]
[-1,0.5] | [0.5,0.75] | [0,inf]
[-1,1] | [0.5,0.75] | [0,inf]
[-1,1.5] | [0.5,0.75] | [0,inf]
[-1,inf] | [0.5,0.75] | [0,inf]
[0,0.5] | [0.5,0.75] | [0,inf]
[0,1] | [0.5,0.75] | [0,inf]
[0,1.5] | [0.5,0.75] | [0,inf]
[0,inf] | [0.5,0.75] | [0,inf]
[0.5,0.5] | [0.5,0.75] | [0,inf]
[0.5,1] | [0.5,0.75] | [0,inf]
[0.5,1.5] | [0.5,0.75] | [0,inf]
[0.5,inf] | [0.5,0.75] | [0,inf]
[1,1] | [0.5,0.75] | [0,inf]
[1,1.5] | [0.5,0.75] | [0,inf]
[1,inf] | [0.5,0.75] | [0,inf]
[1.5,1.5] | [0.5,0.75] | [0,inf]
[1.5,inf] | [0.5,0.75] | [0,inf]

[-inf,0.5] | [0.5,0.75] | [-inf,0]
[-inf,1] | [0.5,0.75] | [-inf,0]
[-inf,1.5] | [0.5,0.75] | [-inf,0]
[-inf,inf] | [0.5,0.75] | [-inf,0]
[-1,0.5] | [0.5,0.75] | [-inf,0]
[-1,1] | [0.5,0.75] | [-inf,0]
[-1,1.5] | [0.5,0.75] | [-inf,0]
[-1,inf] | [0.5,0.75] | [-inf,0]
[0,0.5] | [0.5,0.75] | [-inf,0]
[0,1] | [0.5,0.75] | [-inf,0]
[0,1.5] | [0.5,0.75] | [-inf,0]
[0,inf] | [0.5,0.75] | [-inf,0]
[0.5,0.5] | [0.5,0.75] | [-inf,0]
[0.5,1] | [0.5,0.75] | [-inf,0]
[0.5,1.5] | [0.5,0.75] | [-inf,0]
[0.5,inf] | [0.5,0.75] | [-inf,0]
[1,1] | [0.5,0.75] | [-inf,0]
[1,1.5] | [0.5,0.75] | [-inf,0]
[1,inf] | [0.5,0.75] | [-inf,0]
[1.5,1.5] | [0.5,0.75] | [-inf,0]
[1.5,inf] | [0.5,0.75] | [-inf,0]

[-inf,0.5] | [0,0.75] | [-inf,inf]
[-inf,1] | [0,0.75] | [-inf,inf]
[-inf,1.5] | [0,0.75] | [-inf,inf]
[-inf,inf] | [0,0.75] | [-inf,inf]
[-1,0.5] | [0,0.75] | [-inf,inf]
[-1,1] | [0,0.75] | [-inf,inf]
[-1,1.5] | [0,0.75] | [-inf,inf]
[-1,inf] | [0,0.75] | [-inf,inf]
[0,0.5] | [0,0.75] | [-inf,inf]
[0,1] | [0,0.75] | [-inf,inf]
[0,1.5] | [0,0.75] | [-inf,inf]
[0,inf] | [0,0.75] | [-inf,inf]
[0.5,0.5] | [0,0.75] | [-inf,inf]
[0.5,1] | [0,0.75] | [-inf,inf]
[0.5,1.5] | [0,0.75] | [-inf,inf]
[0.5,inf] | [0,0.75] | [-inf,inf]
[1,1] | [0,0.75] | [-inf,inf]
[1,1.5] | [0,0.75] | [-inf,inf]
[1,inf] | [0,0.75] | [-inf,inf]
[1.5,1.5] | [0,0.75] | [-inf,inf]
[1.5,inf] | [0,0.75] | [-inf,inf]

[-inf,0.5] | [0,0.75] | [0,inf]
[-inf,1] | [0,0.75] | [0,inf]
[-inf,1.5] | [0,0.75] | [0,inf]
[-inf,inf] | [0,0.75] | [0,inf]
[-1,0.5] | [0,0.75] | [0,inf]
[-1,1] | [0,0.75] | [0,inf]
[-1,1.5] | [0,0.75] | [0,inf]
[-1,inf] | [0,0.75] | [0,inf]
[0,0.5] | [0,0.75] | [0,inf]
[0,1] | [0,0.75] | [0,inf]
[0,1.5] | [0,0.75] | [0,inf]
[0,inf] | [0,0.75] | [0,inf]
[0.5,0.5] | [0,0.75] | [0,inf]
[0.5,1] | [0,0.75] | [0,inf]
[0.5,1.5] | [0,0.75] | [0,inf]
[0.5,inf] | [0,0.75] | [0,inf]
[1,1] | [0,0.75] | [0,inf]
[1,1.5] | [0,0.75] | [0,inf]
[1,inf] | [0,0.75] | [0,inf]
[1.5,1.5] | [0,0.75] | [0,inf]
[1.5,inf] | [0,0.75] | [0,inf]

[-inf,0.5] | [0,0.75] | [-inf,0]
[-inf,1] | [0,0.75] | [-inf,0]
[-inf,1.5] | [0,0.75] | [-inf,0]
[-inf,inf] | [0,0.75] | [-inf,0]
[-1,0.5] | [0,0.75] | [-inf,0]
[-1,1] | [0,0.75] | [-inf,0]
[-1,1.5] | [0,0.75] | [-inf,0]
[-1,inf] | [0,0.75] | [-inf,0]
[0,0.5] | [0,0.75] | [-inf,0]
[0,1] | [0,0.75] | [-inf,0]
[0,1.5] | [0,0.75] | [-inf,0]
[0,inf] | [0,0.75] | [-inf,0]
[0.5,0.5] | [0,0.75] | [-inf,0]
[0.5,1] | [0,0.75] | [-inf,0]
[0.5,1.5] | [0,0.75] | [-inf,0]
[0.5,inf] | [0,0.75] | [-inf,0]
[1,1] | [0,0.75] | [-inf,0]
[1,1.5] | [0,0.75] | [-inf,0]
[1,inf] | [0,0.75] | [-inf,0]
[1.5,1.5] | [0,0.75] | [-inf,0]
[1.5,inf] | [0,0.75] | [-inf,0]


[3,3] | [-inf,0.5] | [-inf,+inf]
[2,inf] | [-inf,0.5] | [0,inf]
[0,0.5] | [-inf,0.5] | [-inf,0]

# c contains 1
[-inf,0.5] | [0,1] | [-inf,inf]
[-inf,1] | [0,1] | [-inf,inf]
[-inf,1.5] | [0,1] | [-inf,inf]
[-inf,inf] | [0,1] | [-inf,inf]
[-1,0.5] | [0,1] | [-inf,inf]
[-1,1] | [0,1] | [-inf,inf]
[-1,1.5] | [0,1] | [-inf,inf]
[-1,inf] | [0,1] | [-inf,inf]
[0,0.5] | [0,1] | [-inf,inf]
[0,1] | [0,1] | [-inf,inf]
[0,1.5] | [0,1] | [-inf,inf]
[0,inf] | [0,1] | [-inf,inf]
[0.5,0.5] | [0,1] | [-inf,inf]
[0.5,1] | [0,1] | [-inf,inf]
[0.5,1.5] | [0,1] | [-inf,inf]
[0.5,inf] | [0,1] | [-inf,inf]
[1,1] | [0,1] | [-inf,inf]
[1,1.5] | [0,1] | [-inf,inf]
[1,inf] | [0,1] | [-inf,inf]
[1.5,1.5] | [0,1] | [-inf,inf]
[1.5,inf] | [0,1] | [-inf,inf]

[-inf,0.5] | [0,1.5] | [-inf,inf]
[-inf,1] | [0,1.5] | [-inf,inf]
[-inf,1.5] | [0,1.5] | [-inf,inf]
[-inf,inf] | [0,1.5] | [-inf,inf]
[-1,0.5] | [0,1.5] | [-inf,inf]
[-1,1] | [0,1.5] | [-inf,inf]
[-1,1.5] | [0,1.5] | [-inf,inf]
[-1,inf] | [0,1.5] | [-inf,inf]
[0,0.5] | [0,1.5] | [-inf,inf]
[0,1] | [0,1.5] | [-inf,inf]
[0,1.5] | [0,1.5] | [-inf,inf]
[0,inf] | [0,1.5] | [-inf,inf]
[0.5,0.5] | [0,1.5] | [-inf,inf]
[0.5,1] | [0,1.5] | [-inf,inf]
[0.5,1.5] | [0,1.5] | [-inf,inf]
[0.5,inf] | [0,1.5] | [-inf,inf]
[1,1] | [0,1.5] | [-inf,inf]
[1,1.5] | [0,1.5] | [-inf,inf]
[1,inf] | [0,1.5] | [-inf,inf]
[1.5,1.5] | [0,1.5] | [-inf,inf]
[1.5,inf] | [0,1.5] | [-inf,inf]

[-inf,0.5] | [0,inf] | [-inf,inf]
[-inf,1] | [0,inf] | [-inf,inf]
[-inf,1.5] | [0,inf] | [-inf,inf]
[-inf,inf] | [0,inf] | [-inf,inf]
[-1,0.5] | [0,inf] | [-inf,inf]
[-1,1] | [0,inf] | [-inf,inf]
[-1,1.5] | [0,inf] | [-inf,inf]
[-1,inf] | [0,inf] | [-inf,inf]
[0,0.5] | [0,inf] | [-inf,inf]
[0,1] | [0,inf] | [-inf,inf]
[0,1.5] | [0,inf] | [-inf,inf]
[0,inf] | [0,inf] | [-inf,inf]
[0.5,0.5] | [0,inf] | [-inf,inf]
[0.5,1] | [0,inf] | [-inf,inf]
[0.5,1.5] | [0,inf] | [-inf,inf]
[0.5,inf] | [0,inf] | [-inf,inf]
[1,1] | [0,inf] | [-inf,inf]
[1,1.5] | [0,inf] | [-inf,inf]
[1,inf] | [0,inf] | [-inf,inf]
[1.5,1.5] | [0,inf] | [-inf,inf]
[1.5,inf] | [0,inf] | [-inf,inf]


[-inf,0.5] | [0.5,1] | [-inf,inf]
[-inf,1] | [0.5,1] | [-inf,inf]
[-inf,1.5] | [0.5,1] | [-inf,inf]
[-inf,inf] | [0.5,1] | [-inf,inf]
[-1,0.5] | [0.5,1] | [-inf,inf]
[-1,1] | [0.5,1] | [-inf,inf]
[-1,1.5] | [0.5,1] | [-inf,inf]
[-1,inf] | [0.5,1] | [-inf,inf]
[0,0.5] | [0.5,1] | [-inf,inf]
[0,1] | [0.5,1] | [-inf,inf]
[0,1.5] | [0.5,1] | [-inf,inf]
[0,inf] | [0.5,1] | [-inf,inf]
[0.5,0.5] | [0.5,1] | [-inf,inf]
[0.5,1] | [0.5,1] | [-inf,inf]
[0.5,1.5] | [0.5,1] | [-inf,inf]
[0.5,inf] | [0.5,1] | [-inf,inf]
[1,1] | [0.5,1] | [-inf,inf]
[1,1.5] | [0.5,1] | [-inf,inf]
[1,inf] | [0.5,1] | [-inf,inf]
[1.5,1.5] | [0.5,1] | [-inf,inf]
[1.5,inf] | [0.5,1] | [-inf,inf]

[-inf,0.5] | [0.5,1.5] | [-inf,inf]
[-inf,1] | [0.5,1.5] | [-inf,inf]
[-inf,1.5] | [0.5,1.5] | [-inf,inf]
[-inf,inf] | [0.5,1.5] | [-inf,inf]
[-1,0.5] | [0.5,1.5] | [-inf,inf]
[-1,1] | [0.5,1.5] | [-inf,inf]
[-1,1.5] | [0.5,1.5] | [-inf,inf]
[-1,inf] | [0.5,1.5] | [-inf,inf]
[0,0.5] | [0.5,1.5] | [-inf,inf]
[0,1] | [0.5,1.5] | [-inf,inf]
[0,1.5] | [0.5,1.5] | [-inf,inf]
[0,inf] | [0.5,1.5] | [-inf,inf]
[0.5,0.5] | [0.5,1.5] | [-inf,inf]
[0.5,1] | [0.5,1.5] | [-inf,inf]
[0.5,1.5] | [0.5,1.5] | [-inf,inf]
[0.5,inf] | [0.5,1.5] | [-inf,inf]
[1,1] | [0.5,1.5] | [-inf,inf]
[1,1.5] | [0.5,1.5] | [-inf,inf]
[1,inf] | [0.5,1.5] | [-inf,inf]
[1.5,1.5] | [0.5,1.5] | [-inf,inf]
[1.5,inf] | [0.5,1.5] | [-inf,inf]

[-inf,0.5] | [0.5,inf] | [-inf,inf]
[-inf,1] | [0.5,inf] | [-inf,inf]
[-inf,1.5] | [0.5,inf] | [-inf,inf]
[-inf,inf] | [0.5,inf] | [-inf,inf]
[-1,0.5] | [0.5,inf] | [-inf,inf]
[-1,1] | [0.5,inf] | [-inf,inf]
[-1,1.5] | [0.5,inf] | [-inf,inf]
[-1,inf] | [0.5,inf] | [-inf,inf]
[0,0.5] | [0.5,inf] | [-inf,inf]
[0,1] | [0.5,inf] | [-inf,inf]
[0,1.5] | [0.5,inf] | [-inf,inf]
[0,inf] | [0.5,inf] | [-inf,inf]
